"","condition","block_no","trial_no","trial_type","rt","closeness","id","emotion_rating","closeness","pos_PNR"
"15024","control","block 2",9,"1",6001,90,"md_as_42",1.37002329936173,0.186453593537869,-0.190843177979121
"15031","control","block 2",10,"2",3851,82,"md_as_42",1.05192695123518,0.186453593537869,-0.190843177979121
"15038","control","block 2",11,"1",3675,78,"md_as_42",0.892878777171899,0.315217691726696,-0.190843177979121
"15045","control","block 2",12,"1",1840,83,"md_as_42",1.091688994751,0.486903155978464,-0.190843177979121
"15052","control","block 2",13,"2",4538,78,"md_as_42",0.892878777171899,0.143532227474927,-0.190843177979121
"15059","control","block 2",14,"2",3369,74,"md_as_42",0.733830603108622,0.40106042385258,-0.190843177979121
"15066","control","block 2",15,"1",4521,85,"md_as_42",1.17121308178263,0.443981789915522,-0.190843177979121
"15073","control","block 2",16,"2",4937,85,"md_as_42",1.17121308178263,0.701509986293174,-0.190843177979121
"15080","control","block 2",17,"1",3882,79,"md_as_42",0.932640820687718,0.143532227474927,-0.190843177979121
"15087","control","block 2",18,"1",4933,91,"md_as_42",1.40978534287755,0.358139057789638,-0.190843177979121
"15094","control","block 2",19,"2",2250,86,"md_as_42",1.21097512529845,0.529824522041406,-0.190843177979121
"15101","control","block 2",20,"2",2766,78,"md_as_42",0.892878777171899,0.100610861411985,-0.190843177979121
"15108","control","block 2",21,"1",2633,88,"md_as_42",1.29049921233009,0.229374959600811,-0.190843177979121
"15115","control","block 2",22,"2",3832,78,"md_as_42",0.892878777171899,0.486903155978464,-0.190843177979121
"15122","control","block 2",23,"1",3906,84,"md_as_42",1.13145103826682,0.272296325663754,-0.190843177979121
"15129","control","block 2",24,"2",2796,83,"md_as_42",1.091688994751,0.143532227474927,-0.190843177979121
"15136","control","block 2",25,"2",3694,76,"md_as_42",0.81335469014026,0.100610861411985,-0.190843177979121
"15144","treatment","block 1",1,"1",4339,81,"md_as_42",1.01216490771936,0.100610861411985,-0.190843177979121
"15151","treatment","block 1",2,"1",2903,77,"md_as_42",0.85311673365608,0.443981789915522,-0.190843177979121
"15158","treatment","block 1",3,"1",3802,86,"md_as_42",1.21097512529845,0.229374959600811,-0.190843177979121
"15165","treatment","block 1",4,"2",3492,81,"md_as_42",1.01216490771936,0.61566725416729,-0.190843177979121
"15172","treatment","block 1",5,"1",4480,78,"md_as_42",0.892878777171899,0.143532227474927,-0.190843177979121
"15179","treatment","block 1",6,"1",3371,88,"md_as_42",1.29049921233009,0.61566725416729,-0.190843177979121
"15186","treatment","block 1",7,"1",3139,80,"md_as_42",0.972402864203538,0.572745888104348,-0.190843177979121
"15193","treatment","block 1",8,"2",3160,83,"md_as_42",1.091688994751,0.658588620230232,-0.190843177979121
"15200","treatment","block 1",9,"1",4290,82,"md_as_42",1.05192695123518,0.61566725416729,-0.190843177979121
"15207","treatment","block 1",10,"1",3796,85,"md_as_42",1.17121308178263,0.486903155978464,-0.190843177979121
"15214","treatment","block 1",11,"1",2965,81,"md_as_42",1.01216490771936,0.486903155978464,-0.190843177979121
"15221","treatment","block 1",12,"1",3521,80,"md_as_42",0.972402864203538,0.229374959600811,-0.190843177979121
"15228","treatment","block 1",13,"2",2209,73,"md_as_42",0.694068559592802,0.358139057789638,-0.190843177979121
"15235","treatment","block 1",14,"1",4052,89,"md_as_42",1.33026125584591,0.486903155978464,-0.190843177979121
"15242","treatment","block 1",15,"1",5702,84,"md_as_42",1.13145103826682,0.443981789915522,-0.190843177979121
"15249","treatment","block 1",16,"1",4083,86,"md_as_42",1.21097512529845,0.572745888104348,-0.190843177979121
"15256","treatment","block 1",17,"2",2320,83,"md_as_42",1.091688994751,0.658588620230232,-0.190843177979121
"15263","treatment","block 1",18,"1",3442,88,"md_as_42",1.29049921233009,0.443981789915522,-0.190843177979121
"15270","treatment","block 1",19,"1",2454,96,"md_as_42",1.60859556045665,0.272296325663754,-0.190843177979121
"15277","treatment","block 1",20,"1",4121,100,"md_as_42",1.76764373451992,0.61566725416729,-0.190843177979121
"15284","treatment","block 1",21,"1",3126,95,"md_as_42",1.56883351694083,0.744431352356116,-0.190843177979121
"15291","treatment","block 1",22,"2",6003,85,"md_as_42",1.17121308178263,0.744431352356116,-0.190843177979121
"15298","treatment","block 1",23,"1",3172,94,"md_as_42",1.52907147342501,0.0576894953490432,-0.190843177979121
"15305","treatment","block 1",24,"1",2147,94,"md_as_42",1.52907147342501,0.61566725416729,-0.190843177979121
"15312","treatment","block 1",25,"1",3706,94,"md_as_42",1.52907147342501,0.701509986293174,-0.190843177979121
"15320","treatment","block 2",1,"2",1937,87,"md_as_42",1.25073716881427,0.358139057789638,-0.190843177979121
"15327","treatment","block 2",2,"2",3646,78,"md_as_42",0.892878777171899,0.358139057789638,-0.190843177979121
"15334","treatment","block 2",3,"1",3224,80,"md_as_42",0.972402864203538,0.40106042385258,-0.190843177979121
"15341","treatment","block 2",4,"2",3455,77,"md_as_42",0.85311673365608,0.61566725416729,-0.190843177979121
"15348","treatment","block 2",5,"2",1650,72,"md_as_42",0.654306516076983,0.443981789915522,-0.190843177979121
"15355","treatment","block 2",6,"2",2918,67,"md_as_42",0.455496298497886,-0.028153236776841,-0.190843177979121
"15362","treatment","block 2",7,"2",2057,73,"md_as_42",0.694068559592802,0.315217691726696,-0.190843177979121
"15369","treatment","block 2",8,"1",3971,78,"md_as_42",0.892878777171899,0.229374959600811,-0.190843177979121
"15376","treatment","block 2",9,"2",2122,72,"md_as_42",0.654306516076983,-0.071074602839783,-0.190843177979121
"15383","treatment","block 2",10,"2",2053,75,"md_as_42",0.773592646624441,0.186453593537869,-0.190843177979121
"15390","treatment","block 2",11,"1",3796,83,"md_as_42",1.091688994751,0.272296325663754,-0.190843177979121
"15397","treatment","block 2",12,"2",3877,85,"md_as_42",1.17121308178263,0.100610861411985,-0.190843177979121
"15404","treatment","block 2",13,"2",3864,79,"md_as_42",0.932640820687718,0.143532227474927,-0.190843177979121
"15411","treatment","block 2",14,"2",4180,80,"md_as_42",0.972402864203538,0.143532227474927,-0.190843177979121
"15418","treatment","block 2",15,"2",2436,75,"md_as_42",0.773592646624441,0.315217691726696,-0.190843177979121
"15425","treatment","block 2",16,"1",3449,74,"md_as_42",0.733830603108622,0.358139057789638,-0.190843177979121
"15432","treatment","block 2",17,"2",3508,81,"md_as_42",1.01216490771936,0.272296325663754,-0.190843177979121
"15439","treatment","block 2",18,"2",3685,81,"md_as_42",1.01216490771936,0.272296325663754,-0.190843177979121
"15446","treatment","block 2",19,"2",4485,77,"md_as_42",0.85311673365608,0.0147681292861011,-0.190843177979121
"15453","treatment","block 2",20,"1",2533,91,"md_as_42",1.40978534287755,-0.028153236776841,-0.190843177979121
"15460","treatment","block 2",21,"2",2576,83,"md_as_42",1.091688994751,0.143532227474927,-0.190843177979121
"15467","treatment","block 2",22,"2",4815,81,"md_as_42",1.01216490771936,0.143532227474927,-0.190843177979121
"15474","treatment","block 2",23,"2",3873,81,"md_as_42",1.01216490771936,0.0576894953490432,-0.190843177979121
"15481","treatment","block 2",24,"2",1818,82,"md_as_42",1.05192695123518,0.229374959600811,-0.190843177979121
"15488","treatment","block 2",25,"2",3569,77,"md_as_42",0.85311673365608,0.315217691726696,-0.190843177979121
"15496","treatment","block 1",1,"1",1325,96,"md_as_47",1.60859556045665,0.787352718419058,-0.926952578755733
"15503","treatment","block 1",2,"1",1352,90,"md_as_47",1.37002329936173,1.81746550392967,-0.926952578755733
"15510","treatment","block 1",3,"1",1230,96,"md_as_47",1.60859556045665,1.81746550392967,-0.926952578755733
"15517","treatment","block 1",4,"2",2306,25,"md_as_47",-1.21450952916653,1.81746550392967,-0.926952578755733
"15524","treatment","block 1",5,"1",743,40,"md_as_47",-0.618078876429236,0.61566725416729,-0.926952578755733
"15531","treatment","block 1",6,"1",1734,71,"md_as_47",0.614544472561164,0.572745888104348,-0.926952578755733
"15538","treatment","block 1",7,"1",3352,56,"md_as_47",0.0181138198238733,0.0147681292861011,-0.926952578755733
"15545","treatment","block 1",8,"2",1631,26,"md_as_47",-1.17474748565071,-1.18703012047628,-0.926952578755733
"15552","treatment","block 1",9,"1",2366,50,"md_as_47",-0.220458441271043,-0.800737825909798,-0.926952578755733
"15559","treatment","block 1",10,"1",2580,55,"md_as_47",-0.0216482236919461,-0.028153236776841,-0.926952578755733
"15566","treatment","block 1",11,"1",2471,57,"md_as_47",0.0578758633396926,0.186453593537869,-0.926952578755733
"15573","treatment","block 1",12,"1",2272,56,"md_as_47",0.0181138198238733,0.40106042385258,-0.926952578755733
"15580","treatment","block 1",13,"2",1781,30,"md_as_47",-1.01569931158743,0.959038182670827,-0.926952578755733
"15587","treatment","block 1",14,"1",1768,70,"md_as_47",0.574782429045344,0.358139057789638,-0.926952578755733
"15594","treatment","block 1",15,"1",2481,55,"md_as_47",-0.0216482236919461,1.17364501298554,-0.926952578755733
"15601","treatment","block 1",16,"1",1978,70,"md_as_47",0.574782429045344,1.34533047723731,-0.926952578755733
"15608","treatment","block 1",17,"2",1544,40,"md_as_47",-0.618078876429236,1.25948774511142,-0.926952578755733
"15615","treatment","block 1",18,"1",2609,46,"md_as_47",-0.37950661533432,-0.500288263469204,-0.926952578755733
"15622","treatment","block 1",19,"1",2413,65,"md_as_47",0.375972211466247,0.0147681292861011,-0.926952578755733
"15629","treatment","block 1",20,"1",3256,56,"md_as_47",0.0181138198238733,1.08780228085965,-0.926952578755733
"15636","treatment","block 1",21,"1",3210,66,"md_as_47",0.415734254982067,0.572745888104348,-0.926952578755733
"15643","treatment","block 1",22,"2",2972,31,"md_as_47",-0.975937268071611,0.959038182670827,-0.926952578755733
"15650","treatment","block 1",23,"1",2436,69,"md_as_47",0.535020385529525,-0.328602799217435,-0.926952578755733
"15657","treatment","block 1",24,"1",4034,72,"md_as_47",0.654306516076983,-1.91669334354629,-0.926952578755733
"15664","treatment","block 1",25,"1",2178,50,"md_as_47",-0.220458441271043,-0.371524165280378,-0.926952578755733
"15672","treatment","block 2",1,"2",1785,23,"md_as_47",-1.29403361619817,0.186453593537869,-0.926952578755733
"15679","treatment","block 2",2,"2",2526,47,"md_as_47",-0.339744571818501,-0.886580558035682,-0.926952578755733
"15686","treatment","block 2",3,"1",1734,34,"md_as_47",-0.856651137524152,-1.6162437811057,-0.926952578755733
"15693","treatment","block 2",4,"2",3050,29,"md_as_47",-1.05546135510325,-0.242760067091551,-0.926952578755733
"15700","treatment","block 2",5,"2",1488,21,"md_as_47",-1.3735577032298,-1.6162437811057,-0.926952578755733
"15707","treatment","block 2",6,"2",3291,9,"md_as_47",-1.85070222541964,-1.10118738835039,-0.926952578755733
"15714","treatment","block 2",7,"2",2510,9,"md_as_47",-1.85070222541964,-1.3157942186651,-0.926952578755733
"15721","treatment","block 2",8,"1",2094,20,"md_as_47",-1.41331974674562,-1.35871558472804,-0.926952578755733
"15728","treatment","block 2",9,"2",1457,13,"md_as_47",-1.69165405135636,-1.22995148653922,-0.926952578755733
"15735","treatment","block 2",10,"2",3291,9,"md_as_47",-1.85070222541964,-1.65916514716864,-0.926952578755733
"15742","treatment","block 2",11,"1",3217,16,"md_as_47",-1.5723679208089,-1.78792924535747,-0.926952578755733
"15749","treatment","block 2",12,"2",1060,3,"md_as_47",-2.08927448651455,-1.83085061142041,-0.926952578755733
"15756","treatment","block 2",13,"2",3817,10,"md_as_47",-1.81094018190382,-1.91669334354629,-0.926952578755733
"15763","treatment","block 2",14,"2",1850,29,"md_as_47",-1.05546135510325,-1.48747968291687,-0.926952578755733
"15770","treatment","block 2",15,"2",3067,19,"md_as_47",-1.45308179026144,-2.04545744173512,-0.926952578755733
"15777","treatment","block 2",16,"1",3736,25,"md_as_47",-1.21450952916653,-1.87377197748335,-0.926952578755733
"15784","treatment","block 2",17,"2",3774,22,"md_as_47",-1.33379565971398,-1.91669334354629,-0.926952578755733
"15791","treatment","block 2",18,"2",2920,15,"md_as_47",-1.61212996432472,-1.70208651323158,-0.926952578755733
"15798","treatment","block 2",19,"2",2734,13,"md_as_47",-1.69165405135636,-1.91669334354629,-0.926952578755733
"15805","treatment","block 2",20,"1",3524,4,"md_as_47",-2.04951244299873,-1.78792924535747,-0.926952578755733
"15812","treatment","block 2",21,"2",1586,13,"md_as_47",-1.69165405135636,-1.57332241504276,-0.926952578755733
"15819","treatment","block 2",22,"2",1709,0,"md_as_47",-2.20856061706201,-1.74500787929452,-0.926952578755733
"15826","treatment","block 2",23,"2",3472,5,"md_as_47",-2.00975039948291,-1.83085061142041,-0.926952578755733
"15833","treatment","block 2",24,"2",837,3,"md_as_47",-2.08927448651455,-1.83085061142041,-0.926952578755733
"15840","treatment","block 2",25,"2",913,3,"md_as_47",-2.08927448651455,-1.91669334354629,-0.926952578755733
"15848","control","block 1",1,"1",1855,82,"md_as_47",1.05192695123518,0.0576894953490432,-0.926952578755733
"15855","control","block 1",2,"2",2378,53,"md_as_47",-0.101172310723585,0.873195450544942,-0.926952578755733
"15862","control","block 1",3,"1",1726,62,"md_as_47",0.256686080918789,0.0147681292861011,-0.926952578755733
"15869","control","block 1",4,"2",1886,58,"md_as_47",0.097637906855512,-1.6162437811057,-0.926952578755733
"15876","control","block 1",5,"1",2872,30,"md_as_47",-1.01569931158743,0.443981789915522,-0.926952578755733
"15883","control","block 1",6,"2",1662,32,"md_as_47",-0.936175224555791,0.443981789915522,-0.926952578755733
"15890","control","block 1",7,"1",1836,34,"md_as_47",-0.856651137524152,0.0576894953490432,-0.926952578755733
"15897","control","block 1",8,"2",2013,46,"md_as_47",-0.37950661533432,0.143532227474927,-0.926952578755733
"15904","control","block 1",9,"1",2601,42,"md_as_47",-0.538554789397598,-0.113995968902725,-0.926952578755733
"15911","control","block 1",10,"2",2108,34,"md_as_47",-0.856651137524152,0.272296325663754,-0.926952578755733
"15918","control","block 1",11,"1",2012,46,"md_as_47",-0.37950661533432,0.100610861411985,-0.926952578755733
"15925","control","block 1",12,"1",1520,31,"md_as_47",-0.975937268071611,0.0147681292861011,-0.926952578755733
"15932","control","block 1",13,"2",2115,38,"md_as_47",-0.697602963460875,0.0576894953490432,-0.926952578755733
"15939","control","block 1",14,"1",2304,67,"md_as_47",0.455496298497886,-0.156917334965667,-0.926952578755733
"15946","control","block 1",15,"1",3180,68,"md_as_47",0.495258342013705,-0.371524165280378,-0.926952578755733
"15953","control","block 1",16,"2",1658,31,"md_as_47",-0.975937268071611,0.358139057789638,-0.926952578755733
"15960","control","block 1",17,"1",2041,44,"md_as_47",-0.459030702365959,0.143532227474927,-0.926952578755733
"15967","control","block 1",18,"1",1414,58,"md_as_47",0.097637906855512,-0.328602799217435,-0.926952578755733
"15974","control","block 1",19,"2",2697,57,"md_as_47",0.0578758633396926,0.315217691726696,-0.926952578755733
"15981","control","block 1",20,"2",1733,35,"md_as_47",-0.816889094008333,-0.113995968902725,-0.926952578755733
"15988","control","block 1",21,"1",1824,64,"md_as_47",0.336210167950428,-0.199838701028609,-0.926952578755733
"15995","control","block 1",22,"2",1583,47,"md_as_47",-0.339744571818501,0.40106042385258,-0.926952578755733
"16002","control","block 1",23,"1",2253,61,"md_as_47",0.21692403740297,2.07499370030732,-0.926952578755733
"16009","control","block 1",24,"2",1581,55,"md_as_47",-0.0216482236919461,0.443981789915522,-0.926952578755733
"16016","control","block 1",25,"2",1681,44,"md_as_47",-0.459030702365959,-0.113995968902725,-0.926952578755733
"16024","control","block 2",1,"1",2846,75,"md_as_47",0.773592646624441,0.572745888104348,-0.926952578755733
"16031","control","block 2",2,"2",1511,38,"md_as_47",-0.697602963460875,0.873195450544942,-0.926952578755733
"16038","control","block 2",3,"1",2084,47,"md_as_47",-0.339744571818501,-0.242760067091551,-0.926952578755733
"16045","control","block 2",4,"2",2842,45,"md_as_47",-0.41926865885014,0.572745888104348,-0.926952578755733
"16052","control","block 2",5,"2",1776,46,"md_as_47",-0.37950661533432,-0.457366897406262,-0.926952578755733
"16059","control","block 2",6,"1",2127,57,"md_as_47",0.0578758633396926,-0.199838701028609,-0.926952578755733
"16066","control","block 2",7,"1",1743,67,"md_as_47",0.455496298497886,0.0147681292861011,-0.926952578755733
"16073","control","block 2",8,"2",769,3,"md_as_47",-2.08927448651455,0.61566725416729,-0.926952578755733
"16080","control","block 2",9,"1",1612,41,"md_as_47",-0.578316832913417,-0.113995968902725,-0.926952578755733
"16087","control","block 2",10,"2",2355,42,"md_as_47",-0.538554789397598,-0.028153236776841,-0.926952578755733
"16094","control","block 2",11,"1",2623,55,"md_as_47",-0.0216482236919461,0.315217691726696,-0.926952578755733
"16101","control","block 2",12,"1",1825,56,"md_as_47",0.0181138198238733,0.272296325663754,-0.926952578755733
"16108","control","block 2",13,"2",2815,43,"md_as_47",-0.498792745881778,0.315217691726696,-0.926952578755733
"16115","control","block 2",14,"2",2290,35,"md_as_47",-0.816889094008333,0.272296325663754,-0.926952578755733
"16122","control","block 2",15,"1",1839,42,"md_as_47",-0.538554789397598,-0.671973727720972,-0.926952578755733
"16129","control","block 2",16,"2",2079,19,"md_as_47",-1.45308179026144,-0.457366897406262,-0.926952578755733
"16136","control","block 2",17,"1",1575,28,"md_as_47",-1.09522339861907,-0.586130995595088,-0.926952578755733
"16143","control","block 2",18,"1",2439,48,"md_as_47",-0.299982528302682,-1.18703012047628,-0.926952578755733
"16150","control","block 2",19,"2",2240,26,"md_as_47",-1.17474748565071,-0.242760067091551,-0.926952578755733
"16157","control","block 2",20,"2",2804,30,"md_as_47",-1.01569931158743,-0.199838701028609,-0.926952578755733
"16164","control","block 2",21,"1",1607,56,"md_as_47",0.0181138198238733,-0.285681433154493,-0.926952578755733
"16171","control","block 2",22,"2",2374,44,"md_as_47",-0.459030702365959,-0.071074602839783,-0.926952578755733
"16178","control","block 2",23,"1",1876,29,"md_as_47",-1.05546135510325,-0.028153236776841,-0.926952578755733
"16185","control","block 2",24,"2",2597,38,"md_as_47",-0.697602963460875,-0.199838701028609,-0.926952578755733
"16192","control","block 2",25,"2",2588,36,"md_as_47",-0.777127050492514,-0.500288263469204,-0.926952578755733
"16200","treatment","block 1",1,"1",836,30,"md_as_48",-1.01569931158743,0.40106042385258,0.729293572991643
"16207","treatment","block 1",2,"1",2695,98,"md_as_48",1.68811964748829,0.229374959600811,0.729293572991643
"16214","treatment","block 1",3,"1",2215,90,"md_as_48",1.37002329936173,0.873195450544942,0.729293572991643
"16221","treatment","block 1",4,"2",4157,49,"md_as_48",-0.260220484786862,0.916116816607885,0.729293572991643
"16228","treatment","block 1",5,"1",1952,96,"md_as_48",1.60859556045665,0.143532227474927,0.729293572991643
"16235","treatment","block 1",6,"1",4048,61,"md_as_48",0.21692403740297,0.787352718419058,0.729293572991643
"16242","treatment","block 1",7,"1",4110,65,"md_as_48",0.375972211466247,0.486903155978464,0.729293572991643
"16249","treatment","block 1",8,"2",3724,52,"md_as_48",-0.140934354239404,0.486903155978464,0.729293572991643
"16256","treatment","block 1",9,"1",3830,66,"md_as_48",0.415734254982067,0.358139057789638,0.729293572991643
"16263","treatment","block 1",10,"1",2847,66,"md_as_48",0.415734254982067,0.143532227474927,0.729293572991643
"16270","treatment","block 1",11,"1",1712,70,"md_as_48",0.574782429045344,0.358139057789638,0.729293572991643
"16277","treatment","block 1",12,"1",2130,75,"md_as_48",0.773592646624441,0.100610861411985,0.729293572991643
"16284","treatment","block 1",13,"2",2714,50,"md_as_48",-0.220458441271043,0.358139057789638,0.729293572991643
"16291","treatment","block 1",14,"1",2605,63,"md_as_48",0.296448124434609,0.40106042385258,0.729293572991643
"16298","treatment","block 1",15,"1",3403,58,"md_as_48",0.097637906855512,0.529824522041406,0.729293572991643
"16305","treatment","block 1",16,"1",3754,83,"md_as_48",1.091688994751,0.272296325663754,0.729293572991643
"16312","treatment","block 1",17,"2",3260,44,"md_as_48",-0.459030702365959,0.186453593537869,0.729293572991643
"16319","treatment","block 1",18,"1",3396,75,"md_as_48",0.773592646624441,0.143532227474927,0.729293572991643
"16326","treatment","block 1",19,"1",1294,96,"md_as_48",1.60859556045665,0.143532227474927,0.729293572991643
"16333","treatment","block 1",20,"1",2474,76,"md_as_48",0.81335469014026,0.529824522041406,0.729293572991643
"16340","treatment","block 1",21,"1",3085,80,"md_as_48",0.972402864203538,0.315217691726696,0.729293572991643
"16347","treatment","block 1",22,"2",3600,50,"md_as_48",-0.220458441271043,0.787352718419058,0.729293572991643
"16354","treatment","block 1",23,"1",3520,71,"md_as_48",0.614544472561164,0.486903155978464,0.729293572991643
"16361","treatment","block 1",24,"1",1381,80,"md_as_48",0.972402864203538,0.443981789915522,0.729293572991643
"16368","treatment","block 1",25,"1",1201,60,"md_as_48",0.177161993887151,0.61566725416729,0.729293572991643
"16376","treatment","block 2",1,"2",4165,48,"md_as_48",-0.299982528302682,0.0147681292861011,0.729293572991643
"16383","treatment","block 2",2,"2",2612,30,"md_as_48",-1.01569931158743,0.40106042385258,0.729293572991643
"16390","treatment","block 2",3,"1",3584,59,"md_as_48",0.137399950371331,0.0147681292861011,0.729293572991643
"16397","treatment","block 2",4,"2",3320,49,"md_as_48",-0.260220484786862,-0.071074602839783,0.729293572991643
"16404","treatment","block 2",5,"2",2918,40,"md_as_48",-0.618078876429236,-0.156917334965667,0.729293572991643
"16411","treatment","block 2",6,"2",2233,30,"md_as_48",-1.01569931158743,-0.199838701028609,0.729293572991643
"16418","treatment","block 2",7,"2",1578,40,"md_as_48",-0.618078876429236,-0.757816459846856,0.729293572991643
"16425","treatment","block 2",8,"1",2831,58,"md_as_48",0.097637906855512,-0.757816459846856,0.729293572991643
"16432","treatment","block 2",9,"2",5101,36,"md_as_48",-0.777127050492514,-0.028153236776841,0.729293572991643
"16439","treatment","block 2",10,"2",4621,47,"md_as_48",-0.339744571818501,-0.156917334965667,0.729293572991643
"16446","treatment","block 2",11,"1",3662,65,"md_as_48",0.375972211466247,-1.18703012047628,0.729293572991643
"16453","treatment","block 2",12,"2",1653,30,"md_as_48",-1.01569931158743,-0.586130995595088,0.729293572991643
"16460","treatment","block 2",13,"2",1641,3,"md_as_48",-2.08927448651455,-0.886580558035682,0.729293572991643
"16467","treatment","block 2",14,"2",3077,48,"md_as_48",-0.299982528302682,-1.6162437811057,0.729293572991643
"16474","treatment","block 2",15,"2",2443,51,"md_as_48",-0.180696397755224,-1.74500787929452,0.729293572991643
"16481","treatment","block 2",16,"1",4024,50,"md_as_48",-0.220458441271043,-2.04545744173512,0.729293572991643
"16488","treatment","block 2",17,"2",3702,52,"md_as_48",-0.140934354239404,-1.53040104897981,0.729293572991643
"16495","treatment","block 2",18,"2",2856,49,"md_as_48",-0.260220484786862,-1.87377197748335,0.729293572991643
"16502","treatment","block 2",19,"2",2434,40,"md_as_48",-0.618078876429236,-1.65916514716864,0.729293572991643
"16509","treatment","block 2",20,"1",2760,49,"md_as_48",-0.260220484786862,-1.74500787929452,0.729293572991643
"16516","treatment","block 2",21,"2",3350,50,"md_as_48",-0.220458441271043,-1.70208651323158,0.729293572991643
"16523","treatment","block 2",22,"2",3416,50,"md_as_48",-0.220458441271043,-1.65916514716864,0.729293572991643
"16530","treatment","block 2",23,"2",6001,44,"md_as_48",-0.459030702365959,-2.00253607567218,0.729293572991643
"16537","treatment","block 2",24,"2",2303,45,"md_as_48",-0.41926865885014,-1.91669334354629,0.729293572991643
"16544","treatment","block 2",25,"2",3077,55,"md_as_48",-0.0216482236919461,-2.00253607567218,0.729293572991643
"16552","control","block 1",1,"1",3360,80,"md_as_48",0.972402864203538,-0.028153236776841,0.729293572991643
"16559","control","block 1",2,"2",3808,51,"md_as_48",-0.180696397755224,0.143532227474927,0.729293572991643
"16566","control","block 1",3,"1",3530,60,"md_as_48",0.177161993887151,-0.028153236776841,0.729293572991643
"16573","control","block 1",4,"2",3579,50,"md_as_48",-0.220458441271043,0.143532227474927,0.729293572991643
"16580","control","block 1",5,"1",2256,74,"md_as_48",0.733830603108622,-0.028153236776841,0.729293572991643
"16587","control","block 1",6,"2",3018,50,"md_as_48",-0.220458441271043,0.143532227474927,0.729293572991643
"16594","control","block 1",7,"1",1933,80,"md_as_48",0.972402864203538,-0.328602799217435,0.729293572991643
"16601","control","block 1",8,"2",3750,54,"md_as_48",-0.0614102672077654,-0.028153236776841,0.729293572991643
"16608","control","block 1",9,"1",2481,96,"md_as_48",1.60859556045665,-0.199838701028609,0.729293572991643
"16615","control","block 1",10,"2",3730,47,"md_as_48",-0.339744571818501,-0.285681433154493,0.729293572991643
"16622","control","block 1",11,"1",1780,80,"md_as_48",0.972402864203538,-0.757816459846856,0.729293572991643
"16629","control","block 1",12,"1",1689,89,"md_as_48",1.33026125584591,-0.328602799217435,0.729293572991643
"16636","control","block 1",13,"2",2543,47,"md_as_48",-0.339744571818501,-0.199838701028609,0.729293572991643
"16643","control","block 1",14,"1",1095,90,"md_as_48",1.37002329936173,-0.285681433154493,0.729293572991643
"16650","control","block 1",15,"1",3692,77,"md_as_48",0.85311673365608,-0.242760067091551,0.729293572991643
"16657","control","block 1",16,"2",2572,51,"md_as_48",-0.180696397755224,-0.113995968902725,0.729293572991643
"16664","control","block 1",17,"1",3030,73,"md_as_48",0.694068559592802,-0.242760067091551,0.729293572991643
"16671","control","block 1",18,"1",1808,90,"md_as_48",1.37002329936173,-0.328602799217435,0.729293572991643
"16678","control","block 1",19,"2",3429,51,"md_as_48",-0.180696397755224,0.0147681292861011,0.729293572991643
"16685","control","block 1",20,"2",2885,50,"md_as_48",-0.220458441271043,-0.328602799217435,0.729293572991643
"16692","control","block 1",21,"1",3992,77,"md_as_48",0.85311673365608,-0.328602799217435,0.729293572991643
"16699","control","block 1",22,"2",1330,60,"md_as_48",0.177161993887151,-0.113995968902725,0.729293572991643
"16706","control","block 1",23,"1",2216,82,"md_as_48",1.05192695123518,-0.328602799217435,0.729293572991643
"16713","control","block 1",24,"2",3086,49,"md_as_48",-0.260220484786862,-0.156917334965667,0.729293572991643
"16720","control","block 1",25,"2",3007,55,"md_as_48",-0.0216482236919461,-0.028153236776841,0.729293572991643
"16728","control","block 2",1,"1",2753,73,"md_as_48",0.694068559592802,-0.371524165280378,0.729293572991643
"16735","control","block 2",2,"2",2923,50,"md_as_48",-0.220458441271043,-0.328602799217435,0.729293572991643
"16742","control","block 2",3,"1",3610,73,"md_as_48",0.694068559592802,-0.543209629532146,0.729293572991643
"16749","control","block 2",4,"2",3215,50,"md_as_48",-0.220458441271043,-0.500288263469204,0.729293572991643
"16756","control","block 2",5,"2",2572,52,"md_as_48",-0.140934354239404,-0.028153236776841,0.729293572991643
"16763","control","block 2",6,"1",1936,54,"md_as_48",-0.0614102672077654,-0.586130995595088,0.729293572991643
"16770","control","block 2",7,"1",1887,92,"md_as_48",1.44954738639337,-0.757816459846856,0.729293572991643
"16777","control","block 2",8,"2",3185,53,"md_as_48",-0.101172310723585,-0.328602799217435,0.729293572991643
"16784","control","block 2",9,"1",2733,78,"md_as_48",0.892878777171899,-0.586130995595088,0.729293572991643
"16791","control","block 2",10,"2",2743,50,"md_as_48",-0.220458441271043,-0.714895093783914,0.729293572991643
"16798","control","block 2",11,"1",1955,68,"md_as_48",0.495258342013705,-0.543209629532146,0.729293572991643
"16805","control","block 2",12,"1",2904,83,"md_as_48",1.091688994751,-0.41444553134332,0.729293572991643
"16812","control","block 2",13,"2",1688,51,"md_as_48",-0.180696397755224,-0.457366897406262,0.729293572991643
"16819","control","block 2",14,"2",2013,51,"md_as_48",-0.180696397755224,-0.500288263469204,0.729293572991643
"16826","control","block 2",15,"1",2936,55,"md_as_48",-0.0216482236919461,-0.543209629532146,0.729293572991643
"16833","control","block 2",16,"2",2879,51,"md_as_48",-0.180696397755224,-0.929501924098624,0.729293572991643
"16840","control","block 2",17,"1",1530,42,"md_as_48",-0.538554789397598,-0.800737825909798,0.729293572991643
